Item_to_craft,a,item_id_1,b,item_id_2,c,item_id_3,d,item_id_4,e,item_id_5,f,item_id_6,g,item_id_7,h,item_id_8
3650,2,2643,2,926,3,316,9,750,9,6458,9,6457,20,470,50,479
3651,1,465,1,2566,2,6458,3,750,4,748,10,2250,15,472,,
3652,1,926,2,465,2,466,2,316,15,474,20,2563,20,1002,,
4241,1,2294,1,2488,1,2494,2,467,2,316,5,2357,30,313,,
4242,1,2503,1,2574,5,2624,10,465,20,470,30,313,,,,
4381,1,467,1,465,2,1660,5,445,8,446,8,313,10,2357,,
4382,1,2508,1,1536,2,2318,5,414,5,444,5,2291,5,446,,
4684,1,2251,1,2306,1,2305,2,2252,5,2304,20,313,,,,
5122,1,926,2,1660,3,467,3,465,10,449,10,470,,,,
5999,1,2506,2,376,4,2250,10,313,10,2357,10,470,,,,
6438,1,316,2,2558,3,2504,3,2584,10,472,10,2594,10,476,,
6439,1,2676,1,2281,1,1675,1,2323,10,2642,10,310,10,432,,
6440,1,1691,1,840,2,1890,10,449,10,649,10,2248,10,470,,
6442,1,465,1,316,1,464,10,2250,10,2357,10,1002,15,461,,
6443,1,926,8,470,10,466,10,479,10,316,20,465,20,1660,30,313
6444,2,467,2,1660,10,449,10,474,20,313,20,446,,,,
6445,1,420,4,470,5,479,10,2357,10,461,20,1002,,,,
6446,1,420,5,464,6,472,7,449,8,444,15,1002,,,,
6449,1,2061,5,2056,15,1889,15,2060,,,,,,,,
6450,1,2621,1,2525,2,1694,2,2559,5,2271,30,2248,30,1890,30,2275
6451,1,2565,1,420,2,2564,4,1612,10,472,10,2358,10,2357,,
6452,1,2656,4,316,4,2566,4,466,6,926,10,2565,30,2250,30,470
6453,1,420,2,2250,8,1612,10,461,10,1610,10,2357,25,434,,
6454,1,1660,2,466,6,1610,6,1611,6,1612,10,470,10,2358,,
6457,10,444,10,350,10,445,10,443,10,442,10,441,10,312,,
6458,10,442,10,312,10,441,10,446,10,350,10,444,10,445,10,443
6459,1,748,1,746,4,2358,4,2357,,,,,,,,
6460,1,6458,1,6457,1,750,1,926,2,466,4,467,5,479,,
6461,1,917,1,2251,2,6458,3,750,3,6457,4,748,5,316,6,465
6462,1,746,1,470,1,308,1,748,5,2358,,,,,,
6463,1,479,1,749,1,747,2,313,3,545,,,,,,
6464,1,746,1,6458,1,750,1,841,4,445,,,,,,
6465,1,2251,2,466,2,316,5,6457,5,750,5,6458,20,2252,,
6466,1,431,3,474,3,2357,5,350,5,313,,,,,,
6467,1,466,2,750,2,746,2,465,2,6457,3,6458,,,,
6468,1,746,1,466,2,748,2,479,2,749,20,448,,,,
6469,2,316,3,6458,3,749,4,467,4,2305,4,2300,5,747,,
6470,1,2555,3,2271,4,3208,10,2264,10,2501,15,2315,,,,
6471,1,2482,2,2497,2,2486,3,2496,4,2301,,,,,,
6472,1,2511,3,6458,7,845,10,1891,15,842,20,313,,,,
6473,2,465,2,466,10,882,18,844,25,1129,30,881,,,,
6474,3,316,3,466,10,6458,30,1891,30,846,30,882,40,843,,
6477,1,2559,1,7035,1,6476,1,1694,1,7036,3,2274,9,2245,,
6481,4,6441,5,1678,10,2607,80,2617,80,2605,100,2624,100,2253,100,2254
6482,1,711,1,2607,10,2605,20,2253,30,2624,50,2254,,,,
6483,1,7406,1,6813,1,3000,3,8058,3,8057,7,7036,10,7906,100,2465
6484,1,926,1,420,2,467,10,1611,10,1612,10,1610,12,2250,,
6485,1,2656,4,465,4,2566,4,466,10,2300,12,2565,25,449,25,461
6491,1,420,1,2565,2,2564,3,1610,8,2563,10,2250,,,,
6492,1,336,1,646,2,2288,3,648,10,372,30,305,,,,
6493,2,419,5,360,5,361,8,372,25,2288,30,305,,,,
6494,2,920,2,2566,3,926,3,466,4,316,20,470,20,1610,20,1612
6495,1,6496,3,6487,3,8347,5,8774,8,6490,10,926,30,7014,100,8785
6496,2,1660,5,1612,5,1611,5,1610,10,474,10,461,,,,
6497,1,1660,1,749,1,467,5,2250,5,470,5,474,,,,
6498,1,406,20,418,50,419,50,654,50,360,150,372,,,,
6499,2,418,5,654,5,361,8,372,10,2288,50,305,,,,
6500,10,418,16,360,18,419,19,2288,21,646,36,649,,,,
6501,5,418,10,649,10,361,12,646,26,372,35,648,,,,
6503,1,6457,1,472,1,749,1,2304,4,2358,4,476,,,,
6504,3,750,3,6457,3,465,4,2252,5,2250,6,470,6,449,,
6505,2,926,3,466,3,6458,3,467,5,2250,6,449,10,2305,,
6506,2,467,2,466,2,465,2,316,10,749,10,6457,10,6458,,
6507,2,1660,3,6457,3,748,4,467,4,466,8,2566,15,470,,
6508,1,466,1,746,1,6458,2,1610,2,1612,5,474,,,,
6509,8,2566,8,465,10,2305,10,2251,10,2306,12,1612,12,1610,20,6458
6510,4,316,6,1660,8,920,10,6458,12,749,20,449,20,461,200,1002
6511,1,2643,2,920,5,465,5,467,20,1610,20,749,20,470,20,1612
6512,2,465,3,466,5,750,10,578,12,2304,12,2357,12,2358,,
6513,1,464,1,748,1,749,4,434,5,472,,,,,,
6516,4,466,8,6457,8,749,8,1660,8,6458,20,449,20,1612,20,1610
6517,1,6458,4,748,4,449,5,746,10,473,10,474,,,,
6518,2,467,4,1660,4,315,20,449,20,470,20,1612,20,1610,30,2564
6519,1,315,1,926,1,465,12,449,12,2357,12,2358,20,750,,
6520,1,467,5,2565,5,464,8,474,9,472,10,2358,20,1002,,
6521,1,926,1,918,4,315,4,466,4,2566,20,449,25,470,25,2565
6522,2,918,4,920,4,466,4,1660,4,315,25,449,25,470,30,2564
6523,2,2566,3,465,3,315,20,1611,20,1612,20,1610,25,474,25,461
6524,2,464,10,470,10,461,10,449,10,2357,10,2358,,,,
6525,1,466,1,465,3,470,10,2563,10,2357,10,7925,25,8309,,
6526,1,465,1,467,2,6457,2,747,2,746,12,474,12,7925,,
6527,2,746,3,313,4,476,5,446,5,444,6,471,,,,
6528,1,316,1,466,2,6457,2,6458,3,2271,5,470,10,1002,,
6535,2,465,3,316,3,315,9,6458,10,750,15,749,16,470,20,2250
6536,1,480,2,467,2,316,5,1660,10,6458,10,6457,10,750,25,449
6537,2,1610,2,749,2,465,4,750,5,748,9,461,25,1002,,
6538,1,467,1,464,2,466,15,1002,15,461,30,434,30,435,,
6539,1,1660,2,465,4,750,5,746,10,474,10,2565,,,,
6540,3,2282,4,6457,10,313,10,2565,15,449,15,2357,,,,
6672,2,405,2,400,2,423,2,532,2,289,2,401,2,533,2,425
6719,1,6845,1,6841,1,6844,1,6479,,,,,,,,
6720,1,648,1,388,1,6841,1,761,,,,,,,,
6721,1,6844,1,2275,1,2511,4,304,,,,,,,,
6722,1,6842,3,471,4,303,4,350,,,,,,,,
6723,1,2318,3,476,5,350,6,313,,,,,,,,
6724,1,6845,3,304,4,883,4,884,,,,,,,,
6725,1,6843,5,471,5,2357,5,2358,,,,,,,,
6731,1,411,2,446,2,442,2,350,3,313,,,,,,
6732,1,414,1,2648,2,442,3,313,4,444,,,,,,
6742,1,420,5,6737,5,6736,30,2602,50,2254,,,,,,
6743,1,2633,1,2624,1,2607,2,6737,8,6736,,,,,,
6744,2,2624,4,6737,5,1018,8,2605,,,,,,,,
6745,1,2605,3,1018,3,2602,3,6737,5,2624,,,,,,
6746,1,1142,2,442,2,350,2,446,3,313,,,,,,
6747,1,413,2,350,2,442,2,446,3,313,,,,,,
6748,1,2648,1,1141,2,442,3,313,4,444,,,,,,
6749,1,2648,1,416,2,442,3,313,4,444,,,,,,
6750,2,446,2,411,2,2648,3,313,4,460,,,,,,
6751,2,2648,2,1142,2,446,3,313,4,460,,,,,,
6752,2,2648,2,413,2,446,3,313,4,460,,,,,,
6753,3,388,4,414,4,883,4,884,5,2275,,,,,,
6754,3,388,4,884,4,1141,4,883,5,2275,,,,,,
6755,3,388,4,883,4,416,4,884,5,2275,,,,,,
6756,1,1889,1,648,2,2675,5,1141,5,301,,,,,,
6757,1,1889,1,648,2,2675,5,416,5,301,,,,,,
6758,1,2605,3,1141,5,2275,8,2511,,,,,,,,
6759,1,2605,3,416,5,2275,8,2511,,,,,,,,
6760,1,653,2,1894,3,650,3,649,5,1141,,,,,,
6761,1,653,2,650,3,649,3,1894,5,416,,,,,,
6762,1,997,1,2634,1,6735,8,6737,20,1002,,,,,,
6763,5,2624,5,1018,8,2605,20,2602,30,2254,,,,,,
6764,2,2605,3,1018,5,2602,5,2254,10,6736,,,,,,
6766,1,316,1,315,1,420,2,467,3,465,6,2018,60,313,,
6767,2,467,2,315,2,749,3,746,6,6458,12,750,20,424,,
6769,1,1660,1,926,4,470,4,6735,8,449,12,2358,12,2357,,
6774,3,2032,3,2021,6,470,6,2264,8,2250,20,2275,20,2511,,
6775,4,653,8,2550,8,424,8,426,9,2503,18,409,30,882,,
6776,3,6739,5,2264,6,2271,10,1891,20,2511,20,486,20,2275,,
6778,1,2026,2,2036,2,2029,3,650,4,653,4,2550,10,1890,,
6789,2,374,2,2661,2,309,,,,,,,,,,
6791,4,373,5,2661,8,374,,,,,,,,,,
6792,3,373,3,309,4,306,,,,,,,,,,
6794,8,306,8,2661,10,2659,,,,,,,,,,
6795,1,2665,10,2659,30,309,,,,,,,,,,
6796,1,309,2,374,2,373,,,,,,,,,,
6797,1,2665,5,2662,5,309,,,,,,,,,,
6817,1,2296,1,316,1,315,2,467,20,1613,25,1663,,,,
6819,1,315,2,467,5,1614,10,1664,30,1663,30,1613,,,,
6821,1,746,1,749,1,2295,2,6458,2,467,3,747,,,,
6825,1,6740,5,1614,5,6739,10,1664,10,1613,20,1663,,,,
6830,1,6739,1,6740,12,1890,12,2248,30,1663,30,1613,,,,
6831,1,6740,1,6739,1,315,2,467,25,1613,35,1663,,,,
6834,1,6739,1,6740,1,6738,2,2664,3,1613,10,1663,,,,
6868,20,473,,,,,,,,,,,,,,
6884,1,8135,5,3002,5,3001,7,3208,10,429,10,2330,10,8145,10,409
6908,1,386,1,388,1,387,,,,,,,,,,
6909,1,388,1,386,2,486,,,,,,,,,,
6910,1,387,1,386,3,388,,,,,,,,,,
6911,1,519,3,365,,,,,,,,,,,,
6912,2,365,2,307,,,,,,,,,,,,
6913,1,362,5,365,,,,,,,,,,,,
6914,1,447,5,365,,,,,,,,,,,,
6915,1,371,1,519,1,307,1,2583,,,,,,,,
6916,15,371,18,307,20,519,,,,,,,,,,
6917,3,371,6,307,15,519,,,,,,,,,,
6918,2,307,5,519,10,371,,,,,,,,,,
6919,1,377,2,300,,,,,,,,,,,,
6920,1,290,2,300,,,,,,,,,,,,
6921,2,290,4,377,,,,,,,,,,,,
6922,5,377,8,300,,,,,,,,,,,,
6923,1,39,1,74,1,81,,,,,,,,,,
6924,1,94,1,205,1,211,,,,,,,,,,
6925,3,252,3,256,3,260,,,,,,,,,,
6926,1,653,1,2572,3,2574,11,2573,25,2571,,,,,,
6927,1,653,1,2572,1,407,3,2573,15,2571,,,,,,
6928,1,2572,1,407,2,2574,5,2571,5,2573,,,,,,
6929,1,2573,1,407,1,2572,3,2574,4,2571,,,,,,
6930,2,2306,6,431,12,447,16,448,20,2252,,,,,,
6931,1,543,5,431,16,447,17,448,20,2252,,,,,,
6933,1,450,1,547,3,447,5,448,11,2252,,,,,,
6934,1,431,1,447,1,450,1,448,4,2252,,,,,,
6935,1,431,2,450,3,447,5,448,24,2252,,,,,,
6936,1,396,5,2293,10,1458,12,398,40,1466,,,,,,
6937,1,396,5,2292,10,1457,12,398,40,1465,,,,,,
6938,1,396,5,2290,10,1456,12,398,40,1467,,,,,,
6939,1,396,5,2291,10,1455,12,398,40,1464,,,,,,
6940,1,396,4,2293,6,1458,10,398,30,1466,,,,,,
6941,1,396,4,2291,6,1455,10,398,30,1464,,,,,,
6942,1,396,4,2292,6,1457,10,398,30,1465,,,,,,
6943,1,396,4,2290,6,1456,10,398,30,1467,,,,,,
6944,1,396,3,2293,5,1458,10,398,30,1466,,,,,,
6945,1,396,3,2292,5,1457,10,398,30,1465,,,,,,
6946,1,396,3,2290,5,1456,10,398,30,1467,,,,,,
6947,1,396,3,2291,5,1455,10,398,30,1464,,,,,,
6948,1,396,3,2293,10,1458,15,398,40,1466,,,,,,
6949,1,396,3,2290,10,1456,15,398,40,1467,,,,,,
6950,1,396,3,2292,10,1457,15,398,40,1465,,,,,,
6951,1,396,3,2291,10,1455,15,398,40,1464,,,,,,
6952,1,8396,2,2578,2,2575,2,2579,10,440,10,439,,,,
6953,1,2576,1,438,10,2578,20,439,25,440,25,1690,,,,
6954,1,438,1,8396,1,2575,5,291,5,2579,5,1690,,,,
6955,1,2576,5,1690,6,2579,10,440,15,439,,,,,,
6956,1,438,2,2578,4,2579,5,291,8,440,10,439,,,,
6957,1,2306,1,546,10,450,16,448,22,2252,,,,,,
6961,2,118,2,109,2,852,,,,,,,,,,
6964,1,7047,1,7018,,,,,,,,,,,,
6965,1,7045,1,7018,,,,,,,,,,,,
6981,1,7406,3,7291,5,749,5,7035,6,7027,6,7036,7,7289,19,7014
6982,1,7369,3,7013,3,472,4,1002,8,473,,,,,,
6983,1,7404,2,7291,4,6458,5,7027,5,7370,5,7036,6,7035,8,918
6984,2,7369,2,7026,3,747,3,7035,4,7036,6,750,12,7016,,
6988,1,7393,2,7306,2,7382,2,7304,2,7305,4,7308,6,7307,10,6441
6989,1,7379,1,7384,4,2503,4,7284,8,291,12,7343,12,7276,15,415
6990,1,7307,1,7384,4,7259,9,7284,16,7277,500,371,500,307,,
6991,4,7267,4,7266,4,7268,5,421,10,594,,,,,,
6992,1,1088,15,6899,15,6897,15,6898,15,6903,15,6902,,,,
6993,2,7297,6,1687,6,1686,10,2455,10,2239,,,,,,
6994,1,642,1,1672,2,1730,8,291,10,1689,10,102,,,,
6995,1,7304,1,7305,5,7259,10,7292,12,7293,20,7276,30,7258,,
6996,2,747,2,7035,2,7264,2,359,2,7036,,,,,,
6997,1,750,1,7028,1,7035,1,7026,1,7036,2,7263,,,,
6998,1,7269,2,7035,2,6457,2,7036,4,7017,5,7026,5,7027,5,7028
6999,1,749,1,7264,3,7013,5,7033,5,7032,,,,,,
7000,1,7036,1,7262,4,7016,6,7032,6,7033,,,,,,
7001,1,7028,2,7035,3,7036,8,7263,8,7262,8,7264,,,,
7002,1,7274,1,7265,1,7035,1,7028,1,7026,1,7027,1,7036,,
7003,1,6441,2,316,2,7304,5,7028,10,2239,10,546,10,543,70,7024
7012,1,996,1,2034,10,2242,20,995,20,993,20,994,,,,
7026,10,7023,10,311,,,,,,,,,,,,
7027,10,311,10,7024,,,,,,,,,,,,
7028,10,311,10,7025,,,,,,,,,,,,
7035,10,445,10,441,10,7033,10,443,10,442,10,446,10,350,10,444
7036,10,7032,10,442,10,445,10,443,10,350,10,313,10,444,10,441
7039,1,1891,2,1663,5,1890,20,304,20,2275,,,,,,
7056,1,7385,1,6441,1,2247,4,7292,9,2277,15,2513,20,2278,20,7343
7058,1,8396,2,2492,2,2549,2,2579,5,7030,40,1798,,,,
7068,2,7018,,,,,,,,,,,,,,
7098,10,7016,10,7013,,,,,,,,,,,,
7102,1,441,1,312,1,444,1,473,1,460,1,442,1,476,1,303
7103,1,7404,4,918,5,7026,6,7035,10,846,10,847,20,7014,30,470
7104,1,7017,10,7279,10,7016,10,7273,12,7013,12,7282,,,,
7106,1,2328,2,362,2,364,4,363,,,,,,,,
7107,1,7423,2,364,3,363,5,362,30,519,,,,,,
7108,1,2328,14,364,15,362,17,363,,,,,,,,
7109,3,362,3,364,4,363,30,519,,,,,,,,
7110,1,2328,2,364,3,363,4,362,10,519,,,,,,
7116,1,359,1,747,1,7028,15,7268,15,7266,15,7267,,,,
7117,1,7027,4,7036,4,7369,5,2259,6,2509,8,2543,,,,
7118,1,2581,2,7027,2,7026,4,2328,5,7036,8,2279,8,7369,,
7119,4,2463,6,7369,6,2322,18,2254,20,7268,,,,,,
7120,1,7369,1,7017,1,7027,1,2328,4,2275,,,,,,
7121,1,7026,1,747,2,2322,2,2463,5,7286,,,,,,
7122,1,7033,3,350,5,313,,,,,,,,,,
7123,1,7264,1,7027,2,7036,2,7035,4,750,5,7369,,,,
7128,1,746,1,748,1,749,2,7369,5,7025,5,7024,,,,
7131,1,750,2,749,3,6457,4,7023,6,546,,,,,,
7132,1,749,2,350,3,442,6,313,,,,,,,,
7136,1,7271,1,7270,1,7272,1,7403,4,7370,8,7036,9,7035,10,7026
7137,1,7277,1,7275,2,7258,5,2464,,,,,,,,
7138,1,7295,1,7384,1,7308,2,7292,3,7294,6,653,10,7276,12,7277
7139,1,7382,2,7299,3,7300,3,7298,10,7260,12,7030,12,7280,15,7303
7140,1,7379,2,7302,2,7259,3,2550,6,7299,6,7301,11,7281,12,7280
7141,1,7381,8,291,9,654,12,652,20,1889,32,7278,34,7275,50,7343
7142,1,7307,1,7385,2,7304,3,651,5,7259,16,409,30,7276,40,388
7143,1,7292,1,7385,1,7308,2,7295,2,7259,6,650,8,7284,10,7276
7144,1,7297,1,7380,3,416,4,7292,5,1690,5,649,,,,
7145,1,7384,2,7258,2,7297,5,7293,5,761,5,7343,,,,
7146,1,7301,1,414,1,7258,2,7343,2,2248,3,646,,,,
7150,1,7379,4,7293,5,2550,6,7297,8,7258,18,7278,26,1141,,
7151,1,7305,1,7379,3,7294,5,7276,6,7277,11,291,12,7258,16,7343
7152,1,7382,1,7308,3,2550,8,7278,10,7275,12,415,15,2248,15,7343
7153,1,7407,1,926,3,7027,3,7028,4,7026,6,7036,6,7035,10,7014
7154,3,466,4,7035,4,7027,5,750,7,748,16,7016,20,7013,,
7155,2,750,2,7027,2,7028,4,6457,10,7261,10,7014,20,2304,,
7156,1,7026,3,7027,4,7035,4,2305,4,750,10,7016,15,7013,,
7157,1,7403,2,7028,2,7027,6,6735,6,7036,7,7017,12,2563,19,7016
7158,1,7406,2,7269,5,7028,6,7290,7,7370,8,7036,18,7289,20,7016
7159,1,7405,2,7027,3,2251,4,7035,4,7026,6,7017,10,7016,25,7265
7160,1,7036,1,7271,1,2656,1,7408,2,7028,3,7265,4,7014,6,7017
7161,1,2656,2,7270,6,7265,10,7369,15,449,30,7016,30,7264,,
7162,1,7407,1,2656,2,7271,2,918,3,7027,6,7014,12,2563,30,1002
7163,1,2656,1,7405,2,7289,2,7270,2,7272,2,7370,4,7027,12,7016
7164,1,7406,1,2656,3,7261,4,7017,4,918,5,7014,5,7026,50,7265
7165,1,7027,1,7265,1,7290,2,7289,5,7369,6,470,15,7286,,
7167,1,7262,1,7013,2,461,3,1002,6,473,,,,,,
7168,2,7013,3,472,3,460,5,1002,6,7264,6,2357,,,,
7169,1,7264,1,7262,1,7263,1,7261,3,7369,6,461,8,1002,,
7170,1,7028,5,7369,6,470,9,7262,10,2564,12,7016,12,2563,,
7171,1,7291,1,7370,1,7408,1,7270,1,918,3,7014,5,7263,15,7016
7172,1,7290,2,7369,6,470,9,472,10,1002,12,2357,15,7286,,
7173,1,7263,1,7262,1,7264,2,7286,,,,,,,,
7174,1,7282,1,7278,,,,,,,,,,,,
7176,1,7291,1,7411,1,7269,3,7026,10,918,10,7014,15,7289,20,7265
7177,1,7282,1,7279,,,,,,,,,,,,
7178,1,7028,2,7036,4,7369,4,470,6,449,6,7013,6,7016,,
7181,1,918,2,7289,2,7027,2,7036,3,6457,10,7016,12,7013,,
7182,1,7271,1,7026,5,464,6,7262,6,7263,8,7264,10,7016,,
7183,1,7027,1,7270,2,7035,6,7013,8,7286,8,7016,12,461,,
7184,1,7026,2,7369,2,7261,3,7036,10,7016,12,7013,15,470,,
7185,1,918,1,7290,1,7028,4,2564,12,7016,12,2357,18,473,,
7187,1,7370,1,7291,1,7405,1,2656,2,7017,4,7289,5,7014,20,7016
7188,2,7027,3,7036,3,7369,3,7261,4,6457,5,7035,10,7016,,
7189,1,7406,1,200,2,7291,8,7017,8,7370,16,918,20,7014,25,7016
7190,2,748,2,7036,2,7028,3,750,6,7016,6,7013,12,449,,
7191,1,7370,1,7403,2,7027,2,7028,3,7014,3,749,3,6458,4,7036
7192,1,7026,2,7027,2,7036,3,2279,4,7035,5,2581,9,7274,,
7193,1,1679,1,7405,3,7035,5,7036,5,7370,6,1677,10,918,30,470
7194,1,420,1,7017,1,7270,1,918,5,7016,8,7369,12,7013,,
7195,1,7406,3,7291,4,7269,5,7026,5,7027,9,7035,9,7036,15,7014
7197,1,7410,2,7269,3,7291,9,7370,10,7036,10,918,10,7027,15,7014
7198,1,7026,2,7028,3,750,4,7035,5,748,6,7036,6,7289,,
7199,1,7407,3,7028,3,7027,4,7026,6,918,6,7035,7,7036,12,7014
7200,1,747,1,7036,4,7369,5,1002,8,7013,,,,,,
7201,1,7027,2,7036,2,7035,3,6457,4,7016,6,7369,,,,
7202,1,918,1,7036,2,747,2,7035,2,7027,4,750,6,7261,,
7203,2,7028,2,7027,3,7036,3,6458,3,7035,10,7016,10,747,,
7204,1,7263,2,7013,2,7262,4,2357,6,471,,,,,,
7205,1,747,1,467,1,749,1,185,3,7013,4,2357,,,,
7206,1,7017,1,7272,1,2239,4,544,6,750,7,445,10,474,,
7207,1,7264,1,918,1,2417,3,7017,4,7369,4,470,12,7016,,
7208,1,747,2,7286,2,7264,3,7263,5,7013,,,,,,
7209,1,7036,1,7035,3,7262,10,7286,10,7016,15,7013,,,,
7210,4,7028,4,7261,5,7036,5,7263,6,7035,6,7264,15,7016,,
7211,1,7026,3,7028,3,7017,5,7036,6,7035,7,7014,17,7013,,
7212,1,747,4,7013,15,303,,,,,,,,,,
7213,1,7406,3,7026,3,7027,4,7028,4,7017,7,7035,8,7036,15,7014
7214,1,7282,1,1891,1,7273,2,7013,5,2275,,,,,,
7215,1,7269,1,7380,3,7299,4,7298,5,7289,9,7014,10,7280,15,7281
7216,1,7261,1,7271,3,7273,5,7301,7,7281,7,7280,,,,
7217,1,7383,3,7283,3,7299,4,7300,5,7298,6,7289,10,7014,25,7301
7218,1,7017,1,7271,6,7014,8,7030,15,7258,25,2275,,,,
7219,1,7272,1,7273,3,7280,4,7016,9,7281,10,7282,,,,
7221,1,7410,1,7386,5,7036,8,7370,10,7027,30,7283,30,2328,40,7284
7226,1,7278,1,7297,1,7258,4,7282,5,7222,,,,,,
7227,1,467,1,7026,3,7297,5,7258,8,7281,8,7224,,,,
7228,1,7259,1,466,2,7276,2,7275,5,7260,9,7280,10,7225,,
7229,1,1891,1,7026,5,7258,5,7282,8,7223,9,7279,,,,
7230,4,7267,5,7258,5,7266,5,7222,8,7268,,,,,,
7231,1,7308,5,7297,5,388,5,7258,8,7224,10,7267,,,,
7232,1,7259,2,7275,2,7276,2,7278,2,7277,5,7258,10,7225,,
7233,1,7277,1,7278,1,7259,5,7223,5,7258,6,7297,,,,
7238,1,1891,2,7273,5,7222,5,7013,10,2275,,,,,,
7239,1,7277,2,7281,2,7273,8,7224,10,7013,,,,,,
7240,1,7259,5,7280,10,7225,15,7260,20,7013,20,7016,20,2275,,
7241,1,1891,4,7273,5,2275,5,7260,8,7223,10,7016,,,,
7242,3,7263,5,7262,5,7273,5,7222,5,7013,,,,,,
7243,1,7017,3,7014,6,7273,8,7224,10,7016,10,7281,,,,
7244,1,315,10,7016,10,7225,10,7280,10,7273,12,7013,,,,
7245,1,465,2,7258,5,7273,6,7016,8,7223,8,7279,,,,
7246,1,747,2,313,3,350,6,7222,,,,,,,,
7247,2,747,5,7013,5,7281,5,7016,6,7024,8,7224,,,,
7248,1,7035,1,7026,3,7028,5,7014,6,747,8,7016,10,7225,,
7249,1,747,1,7016,3,7014,5,7025,6,7223,8,7013,,,,
7250,2,7033,5,7032,5,472,5,7222,5,7013,,,,,,
7251,1,7028,1,7272,3,467,4,747,9,7224,10,7032,10,7016,,
7252,2,316,2,7270,4,7028,5,7289,10,7014,10,7016,10,7225,,
7253,1,7263,1,7262,3,7028,8,7223,10,7032,10,7033,,,,
7254,4,7264,5,7262,5,7265,5,7222,8,7013,,,,,,
7255,1,7028,1,7017,2,7035,4,7281,8,7224,15,7016,20,7013,,
7256,1,7026,1,7035,5,7281,8,7223,10,7264,10,7262,,,,
7257,1,7027,1,7028,1,7035,1,7026,3,7036,10,7225,,,,
7309,2,7297,2,7258,2,7303,2,7260,,,,,,,,
7310,1,7263,1,7264,1,7262,,,,,,,,,,
7311,4,7281,4,7280,4,7279,4,7282,,,,,,,,
7312,1,7299,1,7294,1,7298,1,7300,1,7293,1,7292,,,,
7314,1,2492,1,2549,1,1575,,,,,,,,,,
7315,1,1575,1,7285,1,2448,,,,,,,,,,
7316,1,2491,1,1575,1,1890,,,,,,,,,,
7317,1,1575,1,448,1,305,,,,,,,,,,
7318,1,1575,1,371,1,2150,,,,,,,,,,
7319,1,1575,1,1002,1,2321,,,,,,,,,,
7320,1,375,1,7260,1,1575,,,,,,,,,,
7321,1,3208,1,440,1,1575,,,,,,,,,,
7322,1,2528,1,1575,1,2248,,,,,,,,,,
7323,1,1575,1,2584,1,373,,,,,,,,,,
7324,1,2322,1,310,1,1575,,,,,,,,,,
7325,1,1575,1,2336,1,2662,,,,,,,,,,
7326,1,1575,1,594,1,472,1,423,1,793,1,350,,,,
7327,1,547,1,793,1,1575,,,,,,,,,,
7328,1,809,1,1575,1,793,,,,,,,,,,
7329,1,678,1,1575,1,793,,,,,,,,,,
7339,1,7275,1,7282,1,7276,1,7279,1,7278,1,7277,,,,
7340,1,7282,1,7279,1,7275,1,7278,1,7281,1,7277,,,,
7341,1,7282,1,7281,1,7279,1,7275,1,7278,1,7277,,,,
7342,1,7282,1,7279,1,7278,1,7281,,,,,,,,
7368,1,7370,1,918,1,7026,1,7411,2,7270,3,7017,4,7263,12,7016
7421,1,7098,2,793,,,,,,,,,,,,
7461,1,463,1,431,1,7369,1,1596,,,,,,,,
7462,1,463,1,7369,1,431,1,1600,,,,,,,,
7463,1,431,1,1598,1,463,1,7369,,,,,,,,
7464,1,7369,1,431,1,463,1,1592,,,,,,,,
7465,1,2186,1,431,1,7369,1,463,,,,,,,,
7466,1,431,1,1597,1,7369,1,463,,,,,,,,
7467,1,1587,1,431,1,7369,1,463,,,,,,,,
7468,1,7369,1,2185,1,431,1,463,,,,,,,,
7469,1,463,1,431,1,1591,1,7369,,,,,,,,
7470,1,463,1,7369,1,1588,1,431,,,,,,,,
7471,1,463,1,7369,1,7421,1,431,,,,,,,,
7472,1,431,1,1542,1,463,1,7369,,,,,,,,
7473,1,1601,1,7369,1,463,1,431,,,,,,,,
7474,1,7369,1,463,1,431,1,1590,,,,,,,,
7475,1,463,1,7369,1,431,1,1595,,,,,,,,
7476,1,7369,1,431,1,2184,1,463,,,,,,,,
7477,1,463,1,7369,1,2183,1,431,,,,,,,,
7478,1,431,1,7369,1,463,1,1589,,,,,,,,
7479,1,7369,1,463,1,431,1,1594,,,,,,,,
7480,1,7369,1,1593,1,463,1,431,,,,,,,,
7481,1,431,1,463,1,7369,1,1599,,,,,,,,
7482,1,463,1,7369,1,1645,1,431,,,,,,,,
7483,1,7369,1,463,1,1642,1,431,,,,,,,,
7484,1,1644,1,463,1,431,1,7369,,,,,,,,
7485,1,431,1,1643,1,463,1,7369,,,,,,,,
7486,1,7369,1,431,1,1646,1,463,,,,,,,,
7487,1,7369,1,463,1,431,1,1647,,,,,,,,
7488,1,7369,1,431,1,463,1,1648,,,,,,,,
7489,1,1649,1,431,1,463,1,7369,,,,,,,,
7490,1,7507,1,463,1,7369,1,431,,,,,,,,
7491,1,7369,1,431,1,7506,1,463,,,,,,,,
7492,1,7505,1,463,1,431,1,7369,,,,,,,,
7493,1,431,18,303,,,,,,,,,,,,
7495,1,431,10,460,,,,,,,,,,,,
7498,1,2504,1,426,1,1405,1,2315,1,417,,,,,,
7505,1,7494,2,793,,,,,,,,,,,,
7506,1,7493,2,793,,,,,,,,,,,,
7507,1,7495,2,793,,,,,,,,,,,,
