Item_ID,Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_6,Effect_7,Effect_8,Effect_9,Effect_10,Effect_11,Effect_12,Effect_13,Effect_14,Effect_15,Effect_16,Effect_17,Effect_18,Effect_19,Effect_20,Effect_21,Effect_22,Effect_23,Effect_24,Effect_25,Effect_26,Effect_27,Effect_28,Effect_29,Effect_30,Effect_31,Effect_32,Effect_33,Effect_34,Effect_35,Effect_36,Effect_37,Effect_38,Effect_39,Effect_40
5281,97_15_20,119_5_5,156_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,100_10_20,118_15_15,153_35_45,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5283,100_17_18,118_21_25,125_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5284,99_17_18,126_26_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,100_9_18,126_20_20,125_16_20,156_1_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,98_13_18,124_26_30,153_31_35,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5287,96_18_20,123_39_50,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,99_17_18,126_31_40,154_51_60,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289,97_15_19,125_35_35,156_1_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290,97_9_19,126_20_20,157_20_20,156_10_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5291,100_16_20,125_36_50,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,98_10_18,126_10_10,123_15_15,156_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,98_16_19,119_16_30,125_11_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5294,97_9_20,118_15_15,153_11_15,812_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,100_16_20,123_10_10,153_54_70,812_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5296,97_9_20,126_15_15,125_15_15,812_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,99_13_21,124_16_20,812_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,97_9_21,126_25_25,118_25_25,812_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,100_12_21,125_26_30,812_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,99_17_20,123_16_20,125_11_15,812_21_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,100_11_21,119_36_50,812_21_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,100_15_20,125_21_50,812_21_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,99_18_21,126_41_55,812_21_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5304,96_11_19,123_21_25,156_6_10,812_21_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5305,99_11_21,125_26_80,155_11_15,812_21_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,99_11_20,126_11_40,156_1_5,812_22_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307,100_13_19,123_25_25,153_1_10,812_22_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5308,99_15_19,124_36_40,154_26_30,153_26_30,812_22_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,99_17_19,118_5_5,124_1_30,812_22_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,100_14_20,118_11_60,154_21_25,153_21_25,812_22_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311,100_9_19,124_11_20,152_11_20,812_22_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,99_12_21,126_1_60,153_1_50,812_23_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313,96_12_21,126_35_35,119_35_35,153_21_25,812_23_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5314,99_9_19,123_10_10,125_21_40,156_16_20,812_23_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315,97_16_20,125_16_25,812_23_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,100_16_20,119_26_50,812_23_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317,98_15_19,118_21_35,153_16_20,812_23_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,100_18_22,124_21_25,812_24_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5319,99_11_21,118_15_15,119_15_15,812_24_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5320,98_15_21,124_6_25,152_11_15,153_16_20,812_24_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5321,100_11_22,119_45_45,153_6_10,812_24_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,99_17_20,126_31_40,812_24_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323,96_11_20,123_26_30,812_24_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324,100_10_21,118_16_30,812_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,97_17_21,118_26_35,812_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,99_14_20,123_5_5,119_25_25,156_12_15,153_12_15,812_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5327,100_14_20,126_15_15,119_15_15,812_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328,100_17_20,126_5_5,156_12_15,812_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5329,96_15_21,124_21_25,154_11_15,153_5_5,812_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,98_13_24,812_26_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5331,100_17_20,119_15_15,156_16_20,812_26_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5332,96_18_21,118_5_5,154_16_20,153_20_25,812_26_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,100_14_22,126_15_15,154_21_25,812_26_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,98_15_20,119_11_15,812_26_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5335,100_16_20,118_25_25,152_26_30,812_26_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,96_12_21,123_25_25,154_6_20,812_27_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5337,97_12_20,118_25_25,154_16_20,812_27_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,97_11_22,118_15_15,123_15_15,154_16_20,812_27_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339,100_16_22,125_25_25,154_26_35,156_24_30,812_27_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340,100_17_21,118_31_40,812_27_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5341,98_17_21,123_15_15,156_24_30,812_27_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5342,99_17_23,126_16_25,812_28_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,100_18_23,123_46_50,812_28_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5344,97_12_21,124_11_20,812_28_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5345,97_13_23,118_21_30,152_11_15,812_28_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5346,97_18_21,118_11_55,153_6_15,812_28_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,99_16_23,126_21_45,154_21_25,812_28_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5348,100_14_21,118_30_30,125_5_5,154_16_20,812_29_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5349,100_19_23,125_21_30,812_29_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,97_12_21,118_16_25,812_29_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5351,98_16_22,119_16_20,812_29_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352,100_17_21,125_51_55,812_29_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5353,96_11_23,119_26_50,812_29_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5354,97_13_21,118_25_25,123_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355,97_18_21,123_20_20,124_21_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,99_17_21,118_21_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5357,99_13_22,126_21_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,100_12_22,125_16_20,123_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5359,100_12_21,124_11_15,153_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,98_11_22,125_20_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5361,97_14_22,119_26_30,124_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5362,96_16_22,123_61_70,156_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5363,100_13_21,124_16_20,152_26_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5364,98_14_21,118_31_35,153_6_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,97_16_25,124_11_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5366,100_18_24,123_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,98_17_24,123_20_20,124_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5368,98_11_22,119_30_30,152_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,99_13_24,126_10_10,124_10_10,153_11_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,100_18_23,124_16_20,125_11_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,96_11_23,118_31_40,153_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5372,100_12_22,118_11_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5373,97_12_22,118_20_20,119_11_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,98_12_22,118_30_30,119_30_30,153_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,98_15_22,119_20_20,153_1_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,100_20_24,123_15_15,119_15_15,156_1_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,98_19_22,124_10_10,152_11_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,100_12_24,123_25_25,125_15_15,154_51_70,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,98_16_22,123_26_30,119_5_5,156_1_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,100_14_22,118_11_15,119_11_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,100_16_24,124_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,99_14_25,126_20_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,97_14_23,126_30_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,99_14_22,126_31_35,154_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,100_14_22,118_30_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,99_14_22,126_15_15,119_30_30,153_21_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,99_19_24,126_15_15,124_10_10,154_51_60,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,99_14_22,126_30_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,97_14_24,125_31_40,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,98_14_24,118_16_30,126_15_15,812_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,100_15_22,125_50_50,152_26_30,812_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,100_15_23,124_15_15,812_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,97_13_24,124_26_30,812_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,100_13_23,118_15_15,124_15_15,153_1_30,812_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,97_20_28,118_16_30,812_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,99_14_25,126_60_60,153_31_40,812_31_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,96_18_24,123_16_20,812_31_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,100_16_24,118_6_20,812_31_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,100_12_23,118_1_25,125_5_5,812_31_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,96_16_24,123_16_25,153_11_15,812_31_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,98_17_23,125_21_50,812_31_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,96_19_23,123_16_30,812_32_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,97_12_25,124_11_15,125_11_15,812_32_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,100_16_24,123_20_20,812_32_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,97_16_25,125_25_25,152_16_20,812_32_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,97_14_25,118_20_20,153_6_15,812_32_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,100_20_24,123_10_10,154_27_35,812_32_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,100_17_23,126_30_30,153_11_20,812_33_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,99_18_25,123_35_35,156_1_5,812_33_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,100_20_24,118_30_30,812_33_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,100_18_24,125_16_20,812_33_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,98_13_25,119_26_50,153_6_15,812_33_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,97_14_25,119_76_80,153_31_40,812_33_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,99_17_25,126_51_60,152_31_40,812_34_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,98_14_24,124_20_20,153_35_45,812_34_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,100_16_25,125_25_25,156_16_20,812_34_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,98_14_25,123_40_40,119_10_10,153_57_75,812_34_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,97_14_25,119_5_5,125_35_35,152_31_40,812_34_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5419,97_18_25,119_35_35,152_16_20,153_9_10,812_34_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5420,99_16_26,118_85_85,156_95_125,812_35_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,100_16_26,118_11_15,812_35_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,97_13_26,123_45_45,154_11_15,812_35_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,97_20_25,126_20_20,119_10_10,125_20_20,812_35_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,100_16_26,119_85_85,153_56_60,812_35_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,100_20_24,118_40_40,156_26_35,812_35_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,99_20_24,126_16_25,812_36_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,99_13_24,126_26_50,152_56_65,812_36_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,98_17_24,119_20_20,124_20_20,152_21_25,153_21_25,812_36_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,100_17_25,118_11_15,812_36_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,97_19_26,118_35_35,156_5_5,812_36_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,100_16_24,119_60_60,152_11_15,153_6_10,812_36_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,100_14_26,118_26_75,156_26_50,812_37_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,98_11_20,125_6_105,812_37_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,96_16_25,123_6_55,156_1_10,812_37_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,99_16_26,118_24_45,156_12_15,812_37_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,96_18_25,123_21_25,812_37_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,99_15_25,124_26_30,153_21_30,812_37_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,98_17_25,118_50_50,119_30_30,156_31_40,812_38_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,100_13_24,118_5_5,119_75_75,125_20_20,156_39_50,812_38_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,100_14_25,125_30_30,812_38_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,97_15_25,118_16_50,125_11_25,156_1_20,812_38_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,98_19_26,118_70_70,156_21_35,153_21_35,812_38_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,100_14_25,123_55_55,156_6_10,153_6_35,812_38_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,99_20_24,125_26_30,812_39_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,98_13_25,126_65_65,154_31_40,153_24_30,812_39_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,97_18_25,125_66_70,156_6_10,812_39_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,99_19_26,118_41_55,152_26_35,812_39_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,97_17_24,125_60_60,154_41_55,812_39_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,96_19_26,118_85_85,156_16_35,812_39_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,100_18_27,119_90_90,152_41_55,156_21_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,100_17_27,123_21_40,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5452,97_17_26,118_36_70,154_26_30,153_26_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,100_18_27,123_10_10,124_10_10,153_24_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,100_16_27,125_20_20,152_12_15,154_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5455,98_15_25,118_5_5,123_45_45,154_16_20,156_27_35,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,96_20_27,126_5_5,124_15_15,154_16_20,153_24_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5457,100_17_25,123_30_30,119_5_5,156_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,100_19_25,118_45_45,123_5_5,154_31_40,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,100_18_25,118_5_5,126_10_10,119_70_70,152_24_30,153_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,100_19_25,118_39_75,156_24_30,153_27_35,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,100_21_26,126_30_30,154_24_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,97_19_25,123_5_5,119_65_65,153_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,97_14_26,119_71_85,156_6_10,153_41_55,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5464,100_20_25,118_31_60,152_31_40,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,99_19_26,119_70_70,152_16_20,153_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,98_17_25,118_65_65,152_24_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,100_21_27,124_15_15,152_27_35,153_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,100_15_27,125_50_50,154_16_20,156_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,97_16_26,126_60_60,154_5_5,156_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5470,97_16_25,156_24_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,100_14_26,125_80_80,154_20_25,156_24_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,99_14_26,126_31_60,119_5_5,152_35_45,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,100_16_27,118_24_90,156_39_50,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,99_13_25,118_20_20,126_35_35,156_12_15,153_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,96_16_26,119_30_30,125_10_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,99_16_25,118_60_60,119_50_50,156_42_55,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,98_19_25,123_85_85,156_42_55,153_31_40,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,100_14_27,126_80_80,156_20_25,153_31_40,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,100_18_27,118_5_5,123_35_35,124_15_15,154_31_40,153_39_50,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,99_18_28,126_5_5,156_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,97_22_28,118_25_25,126_15_15,119_5_5,152_9_10,156_35_45,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,96_20_26,119_90_90,152_5_5,156_27_35,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,97_19_27,123_70_70,156_27_35,153_27_35,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,99_20_28,124_10_10,125_5_5,154_31_40,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,100_15_28,123_70_70,154_35_45,153_24_30,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,99_21_26,125_10_10,812_40_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,100_17_28,118_20_75,126_5_5,156_39_50,812_40_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,99_17_28,118_95_95,126_5_5,152_42_55,153_46_60,812_40_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,96_19_26,118_45_45,126_35_35,123_5_5,119_15_15,156_39_50,153_5_5,812_40_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,100_14_27,119_100_100,156_16_20,812_40_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,98_21_28,119_5_5,156_27_35,153_12_15,812_40_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,100_15_26,118_34_65,126_19_35,152_31_40,153_39_50,812_41_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,98_20_26,124_30_30,152_57_75,812_41_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,100_20_28,126_80_80,119_5_5,156_65_85,812_41_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,96_16_26,118_90_90,123_30_30,153_95_125,812_41_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,99_19_27,118_80_80,156_9_10,153_20_25,812_41_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
